steps,avg_loss,end loss,total steps,filename
0,3.955111212478375,3.955111212478375,0,C:/Users/yanzh/PycharmProjects/Unitary_decomposition/dqas/csv_files_for_matrix/dimension_qubit_3/new_operation_pool_17\epoch_loss_2024-03-07 01_13_49.csv
0,3.969689544161251,2.58240149603262,9999,C:/Users/yanzh/PycharmProjects/Unitary_decomposition/dqas/csv_files_for_matrix/dimension_qubit_3/new_operation_pool_17\epoch_loss_2024-03-07 01_39_43.csv
0,3.997064105099818,2.420359095759068,9999,C:/Users/yanzh/PycharmProjects/Unitary_decomposition/dqas/csv_files_for_matrix/dimension_qubit_3/new_operation_pool_17\epoch_loss_2024-03-07 02_02_18.csv
0,3.898577074447709,2.353284795840472,9999,C:/Users/yanzh/PycharmProjects/Unitary_decomposition/dqas/csv_files_for_matrix/dimension_qubit_3/new_operation_pool_17\epoch_loss_2024-03-07 02_28_38.csv
0,3.9491026300142735,2.471350283166412,9999,C:/Users/yanzh/PycharmProjects/Unitary_decomposition/dqas/csv_files_for_matrix/dimension_qubit_3/new_operation_pool_17\epoch_loss_2024-03-07 02_55_14.csv
0,4.02873721376381,2.58887605373355,9999,C:/Users/yanzh/PycharmProjects/Unitary_decomposition/dqas/csv_files_for_matrix/dimension_qubit_3/new_operation_pool_17\epoch_loss_2024-03-07 03_23_03.csv
0,3.943850649893281,2.1456027462973037,9999,C:/Users/yanzh/PycharmProjects/Unitary_decomposition/dqas/csv_files_for_matrix/dimension_qubit_3/new_operation_pool_17\epoch_loss_2024-03-07 03_45_12.csv
0,3.948090820635268,2.4244845324675506,9999,C:/Users/yanzh/PycharmProjects/Unitary_decomposition/dqas/csv_files_for_matrix/dimension_qubit_3/new_operation_pool_17\epoch_loss_2024-03-07 04_10_34.csv
0,3.945120634023924,2.3446354094927573,9999,C:/Users/yanzh/PycharmProjects/Unitary_decomposition/dqas/csv_files_for_matrix/dimension_qubit_3/new_operation_pool_17\epoch_loss_2024-03-07 04_35_55.csv
0,4.067837903072896,1.7310900137574543,9999,C:/Users/yanzh/PycharmProjects/Unitary_decomposition/dqas/csv_files_for_matrix/dimension_qubit_3/new_operation_pool_17\epoch_loss_2024-03-07 05_01_48.csv
