steps,avg_loss
0,3.9767916679382322
1,3.926386822318446
2,3.95892448425293
3,3.996996831675998
4,3.949101209640503
5,3.9363223312106044
6,3.982398796081543
7,3.8700767817682915
8,4.061563014984131
9,3.9213546752929687
10,3.971035361289978
11,3.971771812438965
12,4.077249669810763
13,3.9674839973449707
14,3.9847798585891723
15,4.0832319259643555
16,4.003729080935946
17,4.025139331817627
18,4.021170616149902
19,4.013956069946289
20,4.06023645401001
21,4.093942069789401
22,3.990227389335632
23,3.967660457152813
24,4.1142460582461275
25,4.025674676677218
26,4.0178850648608115
27,3.9877212047576904
28,3.8532276153564453
29,4.041270112991333
30,3.9629530191421507
31,4.064597368022433
32,3.941253662109375
33,3.988035202026367
34,3.9124551055636316
35,3.9546799659729004
36,3.9677137611117272
37,4.039936542510986
38,4.010346102714538
39,3.8078384399414062
40,4.0260186195373535
41,3.96094142281616
42,3.995574975013733
43,3.954153002356898
44,4.005781173706055
45,4.002043128013611
46,3.9254017350878625
47,4.013493537902832
48,4.014727210998535
49,4.016997211565937
50,3.9704003810882567
51,4.132678478132682
52,4.042330639730887
53,3.9492319820132167
54,4.041989254733554
55,4.039055228015414
56,3.924250364303589
57,3.9305577278137207
58,3.979947961207274
59,4.008535599490633
60,3.9475807558053844
61,4.059647226115695
62,3.9616319177355677
63,3.8830771446228027
64,4.051722777938258
65,3.957909345626831
66,3.9630112648010254
67,4.043309211730957
68,4.050669258009391
69,3.9594434022903444
70,3.988465189933777
71,4.069838523864746
72,4.053330421447754
73,3.962043928882113
74,3.9794569966998012
75,3.9306393384933473
76,3.908534526824951
77,3.9708034992218018
78,4.043523454666138
79,4.070324229976168
80,4.068102335711947
81,4.086251258850098
82,3.9115188121795654
83,3.9820438623428345
84,4.032580423355102
85,4.020353926058653
86,4.065864562988281
87,3.923051357269287
88,3.8773674964904785
89,3.9927818775177
90,3.9235146302893313
91,3.9848914859499844
92,3.9307619331087977
93,4.013561892291537
94,4.028576911326292
95,3.9841365814208984
96,3.992936611175537
97,3.94096360206604
98,3.95754816532135
99,3.890380126494854
100,3.8408660888671875
101,4.02242374420166
102,3.9176745414733887
103,3.9117327926363856
104,4.002007961273193
105,3.942282199859619
106,4.019753456115723
107,3.7683228622430676
108,3.9947601077761563
109,3.943108057975769
110,4.003058433532715
111,3.835738205909729
112,3.9611955642700196
113,3.9928798198699953
114,3.912081074496738
115,3.9970107078552246
116,3.964571714401245
117,3.761699175834656
118,3.952853488922119
119,4.070431256076327
120,4.020808696746826
121,3.8620090007781984
122,3.929203510284424
123,3.809283947944641
124,4.046696662902832
125,3.881302547454834
126,3.9011707305908203
127,3.965733051300049
128,3.77606201171875
129,4.035893320819369
130,3.9684946537017822
131,3.875138592720032
132,3.9613685607910156
133,3.9367117881774902
134,4.037459039470187
135,3.945960855484009
136,4.020118355533114
137,3.9131741523742676
138,3.7722983360290527
139,4.053647303363315
140,3.8427088628763073
141,4.035699319621554
142,3.902391958236694
143,3.9488840341567992
144,3.8954947710037233
145,3.9937848091125487
146,3.9923546203335554
147,3.8059433698654175
148,3.8415780067443848
149,3.889658117076388
150,3.870115971347323
151,3.9545061111450197
152,3.914403200149536
153,3.940222596904269
154,3.8582625386919887
155,3.9791717529296875
156,3.912147545814514
157,3.993131589671603
158,3.7671432495117188
159,3.950881242752075
160,3.7151153087615967
161,3.7592070579528807
162,3.995864081164828
163,4.026582312366
164,3.8747668266296387
165,3.89879891872406
166,3.931421995162964
167,3.877710270663729
168,3.8053231239318848
169,3.8611464500427246
170,3.854161024093628
171,3.784334897994995
172,3.8916068077087402
173,3.8540705919265745
174,3.944819551963299
175,3.8835916755404383
176,3.8047360418047824
177,4.024935173552496
178,3.811296582221985
179,3.8513622281756312
180,3.9581753969192506
181,3.892868757247925
182,3.9657421827316286
183,3.9180378913879395
184,3.908412426104511
185,3.8576134204864503
186,3.852931261062622
187,3.9456565380096436
188,3.939667547579649
189,3.959106111526489
190,3.919536620635479
191,3.868740510940552
192,3.862394905090332
193,3.8465206623077393
194,3.918066924204792
195,3.901413679122925
196,3.8950088869089
197,3.948693037033081
198,3.868757724761963
199,3.8833500146865845
200,3.7569217681884766
201,3.8240245819091796
202,3.910330295562744
203,4.011086977576625
204,3.861644744873047
205,3.9368510246276855
206,3.8168160676956178
207,3.9229971885681154
208,3.7986836433410645
209,3.9077010629382043
210,3.9352810382843018
211,3.7969131231307984
212,3.8498310089111327
213,3.9390437602996826
214,3.7793803215026855
215,3.8480701446533203
216,3.9556643962860107
217,3.8312336444854735
218,3.9646280288696287
219,3.967257846232298
220,3.947476046671833
221,3.971483588218689
222,3.809990406036377
223,3.8443775890078458
224,3.8968153951373017
225,3.89209246635437
226,3.995283317565918
227,3.911791515350342
228,3.8267600536346436
229,3.796074390411377
230,3.8924548625946045
231,3.8727104663848877
232,3.8132991790771484
233,3.942922585597004
234,3.9328375339508055
235,3.761106491088867
236,3.876153182765475
237,3.783248853683472
238,3.763232469558716
239,3.841839551925659
240,3.800053119659424
241,3.82323484398984
242,3.9092422246932985
243,3.9294622893743343
244,3.9073987007141113
245,3.770154356956482
246,3.8405418395996094
247,3.821718024989596
248,3.9758167741503625
249,3.895716905593872
250,3.736544370651245
251,3.892103910446167
252,3.675945997238159
253,3.869135713359347
254,3.802285361289978
255,3.847217559814453
256,4.0122563123703
257,3.786792039871216
258,3.7388425109591394
259,3.845090389251709
260,3.8752262828555017
261,3.7818214893341064
262,3.80100736618042
263,3.896845496749293
264,3.896057605743408
265,3.862107038497925
266,3.8224164962768556
267,3.8722045419421107
268,3.840563988467685
269,3.7933170795440674
270,3.899190878868103
271,3.8033820390701294
272,3.850311296572651
273,3.7964324951171875
274,3.7929953575134276
275,3.778230142593384
276,3.904719341631774
277,3.873380129923786
278,3.866107940673828
279,3.8227012157440186
280,3.9151153564453125
281,3.8431502103805544
282,3.881240725517273
283,3.845458984375
284,3.8679471015930176
285,3.8029208183288574
286,3.875164842605591
287,3.8638358116149902
288,3.8689754009246826
289,3.8439879417419434
290,3.91269314289093
291,3.8799986839294434
292,3.914911978831257
293,3.889325404167175
294,3.9814288854599
295,3.8586528301239014
296,3.8231635093688965
297,3.6800014972686768
298,3.924121451377869
299,3.852022099494934
300,3.834548234939575
301,3.828197479248047
302,3.8412351737970227
303,3.852376937866211
304,3.8163159974774152
305,3.814049243927002
306,3.826934075137607
307,3.927730441093445
308,3.8943167209625242
309,3.795155334472656
310,3.884458541870117
311,3.914388561248779
312,3.7396366596221924
313,3.7829060554504395
314,3.7969678702540093
315,3.973701643725863
316,3.947654056549072
317,3.792093276977539
318,3.7413010597229004
319,3.718789792060852
320,3.8807846067156704
321,3.8159384727478027
322,3.7709222555160524
323,3.783177304267883
324,3.631840467453003
325,3.865112066268921
326,3.81928231716156
327,3.7853927612304688
328,3.972850084086886
329,3.878201961517334
330,3.7635915279388428
331,3.805904412269592
332,3.836134845057449
333,3.995622062465182
334,3.774944376945496
335,3.7449413299560548
336,3.7549270044320933
337,3.9043331146240234
338,3.8733177185058594
339,3.5456345081329346
340,3.9563037157058716
341,3.9900198936462403
342,3.926656174659729
343,3.9229843616485596
344,3.882652997970581
345,3.763395309448242
346,3.6716601848602295
347,3.9095522878374966
348,3.9197458028793335
349,3.7786220851130183
350,3.6764681468957776
351,3.919144725581637
352,3.7722327709198
353,3.7638275623321533
354,3.874283784022297
355,3.765547513961792
356,3.8438124656677246
357,3.7946914368772164
358,3.7400081157684326
359,3.7414631843566895
360,3.7429642675127894
361,3.850655520792845
362,3.890348696708679
363,3.657064700126648
364,3.6979007720947266
365,3.6334564685821533
366,3.680732501601588
367,3.9007874965667724
368,3.8280575275421143
369,3.7835497856140137
370,3.978799247305853
371,3.7709927558898926
372,3.7511825561523438
373,3.7470993995666504
374,3.7828052043914795
375,3.7675070762634277
376,3.8304316997528076
377,3.7326309442520142
378,3.8855551719665526
379,3.7061054706573486
380,3.7037417888641357
381,3.706082582473755
382,3.67181396484375
383,3.9088079688753994
384,3.747404098510742
385,3.8642513751983643
386,3.6195072174072265
387,3.743034553527832
388,3.658367872238159
389,3.9167799949645996
390,3.78307204246521
391,3.813001608848572
392,3.6476104259490967
393,3.785376787185669
394,3.8892223834991455
395,3.8447182178497314
396,3.7722485065460205
397,3.773242473602295
398,3.7909873008728026
399,3.836458921432495
400,3.7832844257354736
401,3.8841275691986086
402,3.691542900657069
403,3.90628604888916
404,3.713702440261841
405,3.660623073577881
406,3.5870842933654785
407,3.7574100494384766
408,3.6743271350860596
409,3.8513426780700684
410,3.7878944873809814
411,3.729032039642334
412,3.7272262571062953
413,3.7692713737487793
414,3.6658233642578124
415,3.8017591714859007
416,3.8414955139160156
417,3.7534613609313965
418,3.730938673019409
419,3.634190797805786
420,3.6448047161102295
421,3.819754433631897
422,3.708636212348938
423,3.6660570383071898
424,3.790853500366211
425,3.621753478050232
426,3.8163959980010986
427,3.89935462474823
428,3.6751835346221924
429,3.627765655517578
430,3.6597506999969482
431,3.649480795642367
432,3.693408966064453
433,3.6379351030343883
434,3.7428836822509766
435,3.8799080848693848
436,3.61479115486145
437,3.821897506713867
438,3.816970521468609
439,3.9740829467773438
440,3.7189419984817507
441,3.7477489471435548
442,3.755157947540283
443,3.822910189628601
444,3.7407997846603394
445,3.808147430419922
446,3.701986312866211
447,3.7519099712371826
448,3.6520721912384033
449,3.856694715609516
450,3.8185799119677455
451,3.677048444747925
452,3.6213207244873047
453,3.7856227872576627
454,3.508791446685791
455,3.6796875
456,3.8233253236226865
457,3.7271161317825316
458,3.83500494300362
459,3.804290771484375
460,3.8017845153808594
461,3.8110415935516357
462,3.702871799468994
463,3.900763201713562
464,3.862030029296875
465,3.5340263843536377
466,3.702639102935791
467,3.542858839035034
468,3.8295960426330566
469,3.5736961364746094
470,3.591678255190815
471,3.840106177330017
472,3.8587658405303955
473,3.7506103515625
474,3.707751250267029
475,3.738391160964966
476,3.8486401796340943
477,3.731694459915161
478,3.8798294067382812
479,3.7915813446044924
480,3.8238773345947266
481,3.712880182266235
482,3.726759505053989
483,3.4845714569091797
484,3.6798202991485596
485,3.8392608165740967
486,3.740882158279419
487,3.836820029994479
488,3.6792712211608887
489,3.784409570476046
490,3.8314216136932373
491,3.6708121299743652
492,3.6648666858673096
493,3.8038082122802734
494,3.851057767868042
495,3.640516757965088
496,3.8010947704315186
497,3.5894615650177
498,3.639758348464966
499,3.9450035095214844
500,3.6677041053771973
501,3.7962310314178467
502,3.6665139198303223
503,3.906580686569214
504,3.6772780418395996
505,3.61808705329895
506,3.638993740081787
507,3.772716999053955
508,3.8837026834487913
509,3.617453098297119
510,3.776501774787903
511,3.8441390991210938
512,3.6602023124694822
513,3.5979878793710585
514,3.785388469696045
515,3.8571910858154297
516,3.5784847736358643
517,3.691488742828369
518,3.4501094818115234
519,3.7225756645202637
520,3.800497531890869
521,3.7584601770395154
522,3.710824966430664
523,3.7493629455566406
524,3.75919771194458
525,3.6702284812927246
526,3.8668898820877073
527,3.7024609804153443
528,3.522613048553467
529,3.8160475730895995
530,3.6846625804901123
531,3.747852325439453
532,3.689971446990967
533,3.6726818084716797
534,3.6964651235302717
535,3.73987078666687
536,3.7432408332824707
537,3.8105990886688232
538,3.7658228874206543
539,3.621373152732849
540,3.7651915073394777
541,3.7809529304504395
542,3.7124946117401123
543,3.7383522987365723
544,3.6555068492889404
545,3.688037872314453
546,3.6332015991210938
547,3.65417742729187
548,3.620291233062744
549,3.927294969558716
550,3.44755482673645
551,3.749598979949951
552,3.5191967487335205
553,3.559456992149353
554,3.5772197246551514
555,3.301055908203125
556,3.8299224376678467
557,3.5957603454589844
558,3.781388759613037
559,3.51487398147583
560,3.6707019805908203
561,3.5509040355682373
562,3.713315486907959
563,3.826641082763672
564,3.8077571392059326
565,3.648928165435791
566,3.706653118133545
567,3.665667772293091
568,3.4641380310058594
569,3.653923749923706
570,3.5479233264923096
571,3.6310276985168457
572,3.1807961463928223
573,3.7052886486053467
574,3.4765243530273438
575,3.8130626678466797
576,3.590818405151367
577,3.4917094837182874
578,3.8372302770614626
579,3.711179733276367
580,3.536512851715088
581,3.6905619382858275
582,3.8430931804385096
583,3.414149522781372
584,3.6291751861572266
585,3.573239803314209
586,3.499877476474276
587,3.717633008956909
588,3.63704252243042
589,3.4996933937072754
590,3.751591205596924
591,3.587517261505127
592,3.7599780559539795
593,3.6675265789031983
594,3.748608112335205
595,3.4414315223693848
596,3.604236125946045
597,3.631678819656372
598,3.6212146282196045
599,3.626840114593506
600,3.6567434549331663
601,3.5933234691619873
602,3.7018344402313232
603,3.6014351844787598
604,3.6890352725982667
605,3.7426726818084717
606,3.4486820697784424
607,3.606393814086914
608,3.6245787143707275
609,3.648646593093872
610,3.5802836418151855
611,3.6698479652404785
612,3.441466808319092
613,3.5450940132141113
614,3.498297929763794
615,3.8477578163146973
616,3.605578899383545
617,3.754749298095703
618,3.6810755729675293
619,3.621777057647705
620,3.726836681365967
621,3.566129684448242
622,3.5570785999298096
623,3.5482678413391113
624,3.482201337814331
625,3.6550986766815186
626,3.6362037658691406
627,3.4955577850341797
628,3.422022581100464
629,3.5359115600585938
630,3.727027416229248
631,3.527482271194458
632,3.4203110456466677
633,3.439211368560791
634,3.6076070785522463
635,3.3941139936447144
636,3.6230156421661377
637,3.504328966140747
638,3.762455701828003
639,3.587882971763611
640,3.604761838912964
641,3.72263765335083
642,3.567502498626709
643,3.427990436553955
644,3.6518173217773438
645,3.7214996814727783
646,3.6340928077697754
647,3.7180843353271484
648,3.605067729949951
649,3.3618736267089844
650,3.573342800140381
651,3.6581504344940186
652,3.6278252601623535
653,3.5076401233673096
654,3.714858293533325
655,3.706984758377075
656,3.6601169109344482
657,3.5654988288879395
658,3.4373161792755127
659,3.3955562114715576
660,3.6116714477539062
661,3.250380754470825
662,3.582598853111267
663,3.65879552342557
664,3.6630828380584717
665,3.515467405319214
666,3.723402738571167
667,3.4338603019714355
668,3.754618126410931
669,3.705744504928589
670,3.6989378929138184
671,3.582242488861084
672,3.31135630607605
673,3.4096808433532715
674,3.591299057006836
675,3.5253593921661377
676,3.7987542152404785
677,3.7255349159240723
678,3.444444179534912
679,3.9003703594207764
680,3.392127275466919
681,3.4370460510253906
682,3.611510753631592
683,3.506467819213867
684,3.7072510719299316
685,3.513256072998047
686,3.5559051036834717
687,3.631497859954834
688,3.4938366413116455
689,3.7334160804748535
690,3.3232054710388184
691,3.727689027786255
692,3.4703896045684814
693,3.471360683441162
694,3.53706431388855
695,3.5551066398620605
696,3.3549373149871826
697,3.4279351234436035
698,3.5304489135742188
699,3.6304829120635986
700,3.7186615467071533
701,3.413666248321533
702,3.697314500808716
703,3.376854419708252
704,3.6023128032684326
705,3.7391529083251953
706,3.394681453704834
707,3.712810516357422
708,3.4884331226348877
709,3.552586078643799
710,3.6630263328552246
711,3.6640281677246094
712,3.276395320892334
713,3.5410733222961426
714,3.4280593395233154
715,3.4460525512695312
716,3.5633227825164795
717,3.4769577980041504
718,3.452148914337158
719,3.257235050201416
720,3.725027561187744
721,3.394383192062378
722,3.488981246948242
723,3.275225877761841
724,3.3595569133758545
725,3.5225319862365723
726,3.398134231567383
727,3.5258164405822754
728,3.3833649158477783
729,3.3618111610412598
730,3.321282148361206
731,3.4448628425598145
732,3.233391284942627
733,3.4469738006591797
734,3.5507595539093018
735,3.1676342487335205
736,3.3739776611328125
