,number of time parameters,dimension of unitary matrix,number of target parameters,gradient descent step,l1 distance traversed,l2 distance traversed,loss
0,512,32.0,-2,0,0.0,0.0,64.67178179066062
1,512,32.0,-2,1,0.3250376329953642,0.017911243490624795,63.07460228983654
2,512,32.0,-2,2,0.6461046113000672,0.03564649339708166,61.50895355336134
3,512,32.0,-2,3,0.9608772284711022,0.053098852729983784,59.98886123223496
4,512,32.0,-2,4,1.267284996020309,0.07017703613435822,58.524707995869136
5,512,32.0,-2,5,1.5643725277259033,0.08681147502540289,57.122584102678275
6,512,32.0,-2,6,1.8532481472799553,0.1029565469298229,55.784552319220296
7,512,32.0,-2,7,2.1330221812501344,0.11858901297026006,54.50957977669673
8,512,32.0,-2,8,2.4054796133426297,0.13370375890625164,53.29473362754088
9,512,32.0,-2,9,2.669706937302661,0.14830837015322054,52.136276767910694
10,512,32.0,-2,10,2.9249053945519212,0.16241791024398147,51.0304544396496
11,512,32.0,-2,11,3.1712934745833694,0.17605076616915558,49.97392605148302
12,512,32.0,-2,12,3.409375479882886,0.1892258717539469,48.96390425603297
13,512,32.0,-2,13,3.639519790286238,0.20196121148455684,47.998104734975506
14,512,32.0,-2,14,3.8618968726372067,0.21427329349000312,47.074606226189545
15,512,32.0,-2,15,4.077745585194633,0.22617722837252513,46.19169437477049
16,512,32.0,-2,16,4.286492698187288,0.23768709584227452,45.34773334234784
17,512,32.0,-2,17,4.4900153807222605,0.24881636988653605,44.541083615027944
18,512,32.0,-2,18,4.687196179281381,0.25957826727032846,43.77006636849546
19,512,32.0,-2,19,4.875638690832999,0.26998596319748125,43.032964268029374
20,512,32.0,-2,20,5.056510641091327,0.28005267344690027,42.32804439110888
21,512,32.0,-2,21,5.231700330529109,0.2897916337123558,41.65358967374034
22,512,32.0,-2,22,5.4016964767563005,0.2992160185088732,41.00792827525639
23,512,32.0,-2,23,5.568353665983588,0.3083388396909163,40.38945456209204
24,512,32.0,-2,24,5.728561824613485,0.31717285489427965,39.79663939252184
25,512,32.0,-2,25,5.884257335663448,0.32573050375132173,39.22803037696569
26,512,32.0,-2,26,6.035214264970325,0.3340238781967796,38.68224476354885
27,512,32.0,-2,27,6.182212207526284,0.3420647242224412,38.15795833244659
28,512,32.0,-2,28,6.326229300392182,0.34986446680046307,37.65389361889822
29,512,32.0,-2,29,6.466021541090629,0.35743424711745636,37.168810134734954
30,512,32.0,-2,30,6.599872643018847,0.36478496126571935,36.70149826878732
31,512,32.0,-2,31,6.729911321422017,0.37192729127925367,36.25077757129654
32,512,32.0,-2,32,6.854516555957041,0.3788717221715718,35.815499176794155
33,512,32.0,-2,33,6.974743516099424,0.38562854172943295,35.39455164818298
34,512,32.0,-2,34,7.091650732758854,0.3922078227768713,34.98686895837674
35,512,32.0,-2,35,7.203881430325652,0.3986193900508337,34.591439365069455
36,512,32.0,-2,36,7.311514447493568,0.4048727755294918,34.20731397338609
37,512,32.0,-2,37,7.415876586830559,0.41097716693506076,33.833614046320164
38,512,32.0,-2,38,7.517307189112154,0.41694135442141406,33.46953640732312
39,512,32.0,-2,39,7.615651751435117,0.4227736800339445,33.11435660493445
40,512,32.0,-2,40,7.710892998917309,0.4284819937787298,32.767429782359486
41,512,32.0,-2,41,7.804357387558772,0.43407361912201636,32.42818941303223
42,512,32.0,-2,42,7.895419604794446,0.43955532965101873,32.09614421080925
43,512,32.0,-2,43,7.984990758566457,0.44493333758544523,31.77087360327441
44,512,32.0,-2,44,8.073828555226687,0.4502132939266071,31.45202217838665
45,512,32.0,-2,45,8.161202520821814,0.4554002993215667,31.139293492176655
46,512,32.0,-2,46,8.246347310610586,0.4604989242250329,30.832443569587937
47,512,32.0,-2,47,8.331241428940743,0.46551323665412137,30.531274389187985
48,512,32.0,-2,48,8.416976296994862,0.47044683574545004,30.235627491983806
49,512,32.0,-2,49,8.501380688623378,0.4753028893408499,29.945377923931716
50,512,32.0,-2,50,8.585997980882915,0.480084174021306,29.66042852971821
51,512,32.0,-2,51,8.669564991715085,0.4847931162021232,29.38070465966237
52,512,32.0,-2,52,8.750891036411351,0.4894318331581019,29.10614929544873
53,512,32.0,-2,53,8.830591281510703,0.4940021730825496,28.836718597546977
54,512,32.0,-2,54,8.908968989020495,0.4985057535117163,28.572377884139954
55,512,32.0,-2,55,8.987269211765643,0.5029439975956616,28.313097978637202
56,512,32.0,-2,56,9.064085905962054,0.5073181678658296,28.05885203467753
57,512,32.0,-2,57,9.139218993722622,0.511629397239784,27.809612763822372
58,512,32.0,-2,58,9.212356455126447,0.5158787170615207,27.565350115470913
59,512,32.0,-2,59,9.283652497318617,0.5200670820438804,27.326029413363734
60,512,32.0,-2,60,9.35361784288187,0.5241953920187341,27.091609952545582
61,512,32.0,-2,61,9.423074342923439,0.5282645104446063,26.86204405005104
62,512,32.0,-2,62,9.49146701174778,0.5322752796701491,26.63727652955214
63,512,32.0,-2,63,9.558354405514486,0.5362285330076054,26.41724460859278
64,512,32.0,-2,64,9.625889864661241,0.5401251037381051,26.201878129382735
65,512,32.0,-2,65,9.69384046996853,0.5439658311985925,25.991100108935164
66,512,32.0,-2,66,9.761236542339772,0.5477515642620239,25.78482750094794
67,512,32.0,-2,67,9.827856720927269,0.551483162438512,25.582972137036293
68,512,32.0,-2,68,9.893073394466489,0.5551614949829463,25.385441765464996
69,512,32.0,-2,69,9.957698387111872,0.558787438388194,25.192141131402302
70,512,32.0,-2,70,10.02064102631521,0.5623618726439545,25.002973032655518
71,512,32.0,-2,71,10.081809680231169,0.5658856766564874,24.817839362371792
72,512,32.0,-2,72,10.141594098857519,0.5693597232335873,24.63664196385426
73,512,32.0,-2,73,10.200936968710685,0.5727848739078564,24.459283460385713
74,512,32.0,-2,74,10.26035940491623,0.5761619739706002,24.285667904853256
75,512,32.0,-2,75,10.318837988276876,0.5794918479237883,24.115701300771207
76,512,32.0,-2,76,10.37594464995256,0.5827752955535623,23.949291987981383
77,512,32.0,-2,77,10.431872843562545,0.5860130887620701,23.78635090108616
78,512,32.0,-2,78,10.488024477190105,0.5892059692413028,23.626791720628404
79,512,32.0,-2,79,10.542958013292857,0.5923546470186467,23.47053091226431
80,512,32.0,-2,80,10.597082496449435,0.5954597998785556,23.31748771438052
81,512,32.0,-2,81,10.65021145778903,0.5985220735638368,23.167584037344696
82,512,32.0,-2,82,10.702674745385504,0.6015420827675733,23.020744340515222
83,512,32.0,-2,83,10.75394561664088,0.6045204127358668,22.876895475926332
84,512,32.0,-2,84,10.804226938194882,0.6074576214071201,22.73596652195988
85,512,32.0,-2,85,10.854427954697709,0.6103542419639587,22.597888617566397
86,512,32.0,-2,86,10.9035695849077,0.6132107856781696,22.46259480646298
87,512,32.0,-2,87,10.951760479950948,0.616027744935081,22.33001989780437
88,512,32.0,-2,88,10.99903039857693,0.6188055963215123,22.200100348509125
89,512,32.0,-2,89,11.045491936256717,0.6215448037009822,22.07277416873532
90,512,32.0,-2,90,11.091686250389035,0.6242458211716778,21.947980851342606
91,512,32.0,-2,91,11.13764266577343,0.6269090958513059,21.825661324058515
92,512,32.0,-2,92,11.183097149057463,0.629535070431944,21.705757922756575
93,512,32.0,-2,93,11.227549800116952,0.6321241854624601,21.588214377957755
94,512,32.0,-2,94,11.271074522331666,0.6346768813484756,21.472975822344097
95,512,32.0,-2,95,11.313599171177403,0.6371936000249783,21.359988799635545
96,512,32.0,-2,96,11.356404531486296,0.6396747863296706,21.249201282420877
97,512,32.0,-2,97,11.3986862330355,0.642120889070709,21.14056269030545
98,512,32.0,-2,98,11.440075769747711,0.6445323618050214,21.034023905587063
99,512,32.0,-2,99,11.48125183380191,0.64690966334843,20.92953728335621
100,512,32.0,-2,100,11.521402944313907,0.6492532580430685,20.827056653474514
101,512,32.0,-2,101,11.56112298884986,0.6515636158105588,20.726537312521252
102,512,32.0,-2,102,11.600889342324127,0.6538412120210905,20.627936004256043
103,512,32.0,-2,103,11.640219039660417,0.6560865272125423,20.531210888648168
104,512,32.0,-2,104,11.67928781224469,0.6583000466714855,20.436321497584515
105,512,32.0,-2,105,11.717719792398814,0.6604822599436061,20.343228679933247
106,512,32.0,-2,106,11.756519109642433,0.6626336602590678,20.251894535165476
107,512,32.0,-2,107,11.794484651587847,0.6647547439197221,20.162282337408186
108,512,32.0,-2,108,11.83150298701078,0.6668460096645544,20.074356449181295
109,512,32.0,-2,109,11.867880957707568,0.668907958038401,19.988082239434554
110,512,32.0,-2,110,11.903421398608668,0.670941090747678,19.903425976022817
111,512,32.0,-2,111,11.938594874686416,0.6729459100770072,19.820354735916844
112,512,32.0,-2,112,11.973545812040364,0.6749229183230954,19.738836305548432
113,512,32.0,-2,113,12.008009864708534,0.6768726172642968,19.658839082431584
114,512,32.0,-2,114,12.041685741201956,0.6787955076844254,19.58033198467652
115,512,32.0,-2,115,12.07464896007762,0.6806920889373359,19.50328435621907
116,512,32.0,-2,116,12.1070035190081,0.6825628585677072,19.42766588617998
117,512,32.0,-2,117,12.13913412374006,0.6844083119695343,19.35344653223575
118,512,32.0,-2,118,12.170904827563739,0.6862289420941751,19.280596451586746
119,512,32.0,-2,119,12.202196394415129,0.6880252391945199,19.20908594137927
120,512,32.0,-2,120,12.232943939364315,0.6897976906053449,19.138885388258558
121,512,32.0,-2,121,12.263635770777455,0.6915467805537064,19.069965227458255
122,512,32.0,-2,122,12.294171098482488,0.693272989994242,19.002295911481895
123,512,32.0,-2,123,12.324289030701514,0.6949767964641771,18.935847888241085
124,512,32.0,-2,124,12.353716564371142,0.6966586739529809,18.870591588980453
125,512,32.0,-2,125,12.382469575975147,0.6983190927806994,18.806497421792947
126,512,32.0,-2,126,12.410780077996675,0.6999585194869647,18.74353577949657
127,512,32.0,-2,127,12.438928906721237,0.7015774167133448,18.6816770483047
128,512,32.0,-2,128,12.466657299604549,0.7031762430891025,18.6208916286487
129,512,32.0,-2,129,12.493774021672678,0.7047554531148802,18.561149956593653
130,512,32.0,-2,130,12.520289226157113,0.7063154970332086,18.50242253476656
131,512,32.0,-2,131,12.546217443202881,0.7078568206953548,18.444679966943305
132,512,32.0,-2,132,12.571572962908512,0.7093798654184137,18.387892992939356
133,512,32.0,-2,133,12.596369824713374,0.7108850678313124,18.332032529329766
134,512,32.0,-2,134,12.620621807963254,0.7123728597061766,18.277069712619294
135,512,32.0,-2,135,12.644512528132623,0.7138436678033657,18.22297593778636
136,512,32.0,-2,136,12.6683326039526,0.7152979136687719,18.169722905473925
137,512,32.0,-2,137,12.692019304610234,0.716736013454029,18.117282662788355
138,512,32.0,-2,138,12.71551769720038,0.7181583777188709,18.06562764582482
139,512,32.0,-2,139,12.738531275984258,0.7195654112297875,18.0147307205375
140,512,32.0,-2,140,12.761071838201314,0.7209575127551271,17.964565221922342
