,number of time parameters,dimension of unitary matrix,number of target parameters,gradient descent step,l1 distance traversed,l2 distance traversed,loss
0,716,32.0,-2,0,0.0,0.0,64.84466873410818
1,716,32.0,-2,1,0.33351832788241464,0.01571009178098303,63.11654373964901
2,716,32.0,-2,2,0.6674063326614164,0.03141798966027823,61.387604300091255
3,716,32.0,-2,3,1.000524757284147,0.04707334992094812,59.66560952210064
4,716,32.0,-2,4,1.3328253736597309,0.0626264350160062,57.95828944295041
5,716,32.0,-2,5,1.6633524640523816,0.07802807094380083,56.27342960432233
6,716,32.0,-2,6,1.9901737354854572,0.0932297484335346,54.61887183994902
7,716,32.0,-2,7,2.3117121456180287,0.1081840471502973,53.00238823765507
8,716,32.0,-2,8,2.62684386172285,0.12284544852296693,51.43143184642253
9,716,32.0,-2,9,2.9370164416699294,0.13717146918644638,49.91281076606529
10,716,32.0,-2,10,3.239292360391588,0.15112394191594294,48.452355755897344
11,716,32.0,-2,11,3.532862317756675,0.16467022708080062,47.054649381229126
12,716,32.0,-2,12,3.817844969129574,0.17778416018881543,45.722862350661195
13,716,32.0,-2,13,4.092965541719244,0.19044661067539864,44.4587123217888
14,716,32.0,-2,14,4.356657746994347,0.2026456120985233,43.2625339371709
15,716,32.0,-2,15,4.611248810145545,0.21437609714533062,42.13343282945231
16,716,32.0,-2,16,4.855422625039427,0.22563931750860167,41.069491319307154
17,716,32.0,-2,17,5.08987993531447,0.2364420474656711,40.067996154919065
18,716,32.0,-2,18,5.313407467861305,0.24679566772942732,39.125665092278965
19,716,32.0,-2,19,5.527098718380383,0.25671521201600284,38.238856011129904
20,716,32.0,-2,20,5.731020542864064,0.26621844005946743,37.403748549925815
21,716,32.0,-2,21,5.9264577649904,0.27532498215659024,36.61649320639768
22,716,32.0,-2,22,6.115686304014345,0.28405558381155777,35.87332667572234
23,716,32.0,-2,23,6.297436926031938,0.2924314653911918,35.170654971842595
24,716,32.0,-2,24,6.4710268415747585,0.30047380097336274,34.50510781635673
25,716,32.0,-2,25,6.637832375747812,0.3082033125471366,33.87356883361686
26,716,32.0,-2,26,6.796706440636593,0.31563997020557794,33.27318655504534
27,716,32.0,-2,27,6.949136604540584,0.32280278558213615,32.701371107375394
28,716,32.0,-2,28,7.0965877331020035,0.32970968410615475,32.15578105435906
29,716,32.0,-2,29,7.237417149585615,0.33637744143805615,31.63430412650431
30,716,32.0,-2,30,7.373560305339921,0.34282166997866276,31.135034898926904
31,716,32.0,-2,31,7.506086137306115,0.3490568427670807,30.65625171849524
32,716,32.0,-2,32,7.6350241314808205,0.35509634357541114,30.19639447336769
33,716,32.0,-2,33,7.762109264278297,0.36095253385841297,29.754044296327088
34,716,32.0,-2,34,7.888969888590108,0.3666368288883141,29.327905756437872
35,716,32.0,-2,35,8.012594332921815,0.3721597771270322,28.916791784941978
