,number of time parameters,dimension of unitary matrix,number of target parameters,gradient descent step,l1 distance traversed,l2 distance traversed,loss
0,716,32.0,-2,0,0.0,0.0,64.37343464070152
1,716,32.0,-2,1,0.32531074326887005,0.015295571876059785,62.7344629721372
2,716,32.0,-2,2,0.6506466035831167,0.030604020121502165,61.092561619180124
3,716,32.0,-2,3,0.9747584199953404,0.045868692486584484,59.45750066913084
4,716,32.0,-2,4,1.2965108236917833,0.06103139065600236,57.839323390184504
5,716,32.0,-2,5,1.6146243981477086,0.07603424087796548,56.24787302660357
6,716,32.0,-2,6,1.9280435077523026,0.09082162677764224,54.692322698797675
7,716,32.0,-2,7,2.2352878249439065,0.10534201604573398,53.18076047063046
8,716,32.0,-2,8,2.535583382508968,0.11954952768183563,51.719871940916406
9,716,32.0,-2,9,2.8277541486988853,0.13340512488150427,50.314745170765605
10,716,32.0,-2,10,3.1109656369955334,0.14687737157049258,48.96880329400064
11,716,32.0,-2,11,3.3849905943042247,0.15994274565975275,47.68385287469962
12,716,32.0,-2,12,3.6502111232294805,0.17258554823008876,46.460224621254774
13,716,32.0,-2,13,3.90567102642807,0.18479747805359506,45.296977990089495
14,716,32.0,-2,14,4.150607971647196,0.19657695386097232,44.19214227107709
15,716,32.0,-2,15,4.387171632602662,0.20792826603919626,43.142970212103975
16,716,32.0,-2,16,4.6158227073812315,0.21886063063491407,42.14618548788014
17,716,32.0,-2,17,4.835190721110136,0.22938720695276843,41.198210011432565
18,716,32.0,-2,18,5.046143672791958,0.23952412858832237,40.295361340585934
19,716,32.0,-2,19,5.250310842729576,0.24928958788640188,39.43401416343969
20,716,32.0,-2,20,5.447613682014742,0.258703004617523,38.610723313231695
21,716,32.0,-2,21,5.638528171892839,0.2677843010245859,37.82230880606946
22,716,32.0,-2,22,5.827102240533353,0.27655329670842377,37.06590601325039
23,716,32.0,-2,23,6.011013502739801,0.2850292284346652,36.33898595429043
24,716,32.0,-2,24,6.1899654311929595,0.29323039234189163,35.639351821082016
25,716,32.0,-2,25,6.3629659147742785,0.30117389980199477,34.965118071747845
26,716,32.0,-2,26,6.532303698973196,0.3088755335415455,34.31467826966814
27,716,32.0,-2,27,6.697339895902408,0.3163496879967623,33.6866668922172
28,716,32.0,-2,28,6.857322898471727,0.32360937673028944,33.079919439747535
29,716,32.0,-2,29,7.01193638632916,0.3306662901202893,32.49343399506748
30,716,32.0,-2,30,7.16237498341531,0.3375308879170074,31.926336357561823
31,716,32.0,-2,31,7.309082528132975,0.3442125133165451,31.377849950389518
32,716,32.0,-2,32,7.450782605707933,0.3507195175816488,30.84727096346893
33,716,32.0,-2,33,7.587788387539312,0.3570593866675353,30.333948672987987
34,716,32.0,-2,34,7.721071628738733,0.3632388635975848,29.83727046966223
35,716,32.0,-2,35,7.849898420087719,0.36926406232027337,29.356650994200066
36,716,32.0,-2,36,7.975835009140106,0.3751405704747464,28.89152463870986
37,716,32.0,-2,37,8.09725404178698,0.3808735397932346,28.441340690556103
38,716,32.0,-2,38,8.217124980510103,0.38646776387211107,28.00556045909481
39,716,32.0,-2,39,8.334161836700403,0.3919277437464167,27.583655810865785
40,716,32.0,-2,40,8.44849157339184,0.3972577421655569,27.17510864367285
41,716,32.0,-2,41,8.560076150092502,0.40246182773505756,26.779410942074335
42,716,32.0,-2,42,8.669472860193528,0.40754391021371933,26.396065126067498
43,716,32.0,-2,43,8.776123695485266,0.4125077682451741,26.02458458439743
44,716,32.0,-2,44,8.881858689549814,0.41735707076957135,25.664494131409427
45,716,32.0,-2,45,8.98794298159836,0.4220953931991596,25.315330529166957
46,716,32.0,-2,46,9.090979437971303,0.4267262293148364,24.976642880016044
47,716,32.0,-2,47,9.190627935912593,0.4312529997519322,24.647992999856434
48,716,32.0,-2,48,9.287952906103461,0.43567905767875914,24.328955740078307
49,716,32.0,-2,49,9.384646604891728,0.4400076922448778,24.019119292615215
50,716,32.0,-2,50,9.478745015072661,0.4442421302205673,23.718085500235844
51,716,32.0,-2,51,9.570493336823262,0.4483855361800024,23.425470163932268
52,716,32.0,-2,52,9.660771677462577,0.45244101148416477,23.14090337919709
53,716,32.0,-2,53,9.749255363475088,0.4564115923200951,22.864029866921854
54,716,32.0,-2,54,9.835892254943488,0.4603002469858897,22.59450930553632
55,716,32.0,-2,55,9.921066506829767,0.46410987258220193,22.3320166393832
56,716,32.0,-2,56,10.004067417989122,0.4678432913162506,22.07624234188831
57,716,32.0,-2,57,10.085208633323099,0.47150324655892545,21.826892618294792
58,716,32.0,-2,58,10.1641386664976,0.4750923988341812,21.58368951470419
59,716,32.0,-2,59,10.240889831832769,0.47861332186914407,21.34637093351946
60,716,32.0,-2,60,10.316051956184921,0.4820684988823781,21.11469052924369
61,716,32.0,-2,61,10.389197084493905,0.48546031923323874,20.888417481829897
62,716,32.0,-2,62,10.46067828530345,0.4887910755593939,20.667336143795964
63,716,32.0,-2,63,10.530906698154404,0.4920629615088472,20.45124556330346
64,716,32.0,-2,64,10.59971364099069,0.4952780701523946,20.23995889011033
