,number of time parameters,dimension of unitary matrix,number of target parameters,gradient descent step,l1 distance traversed,l2 distance traversed,loss
0,920,32.0,-2,0,0.0,0.0,64.40439172763843
1,920,32.0,-2,1,0.34125791601313715,0.014122690247790799,62.61246551721113
2,920,32.0,-2,2,0.6810683564434022,0.028184516031558134,60.836591008931364
3,920,32.0,-2,3,1.018279225000045,0.042126852725999156,59.08871747765464
4,920,32.0,-2,4,1.3519231215296483,0.0558951158523601,57.37947594603469
5,920,32.0,-2,5,1.6808922879369768,0.06944026921383521,55.71783881387391
6,920,32.0,-2,6,2.003609355109907,0.08271987138699888,54.110939545050236
7,920,32.0,-2,7,2.319017618652021,0.09569866108989601,52.5640354727548
8,920,32.0,-2,8,2.627096962564795,0.1083487286241582,51.080584526623085
9,920,32.0,-2,9,2.925792335501265,0.12064934519926192,49.66240388442685
10,920,32.0,-2,10,3.2144300116456543,0.13258652914970245,48.30988084831727
11,920,32.0,-2,11,3.4932879581383163,0.14415242446516122,47.022211280391495
12,920,32.0,-2,12,3.7625647211370037,0.15534455889143267,45.797645820635225
13,920,32.0,-2,13,4.02189946226028,0.16616503945530273,44.633728502298894
14,920,32.0,-2,14,4.272222729154432,0.17661973392658084,43.52751621325961
15,920,32.0,-2,15,4.515229848000857,0.18671747755680293,42.47577102894398
16,920,32.0,-2,16,4.7497783387895325,0.1964693353862732,41.475120736757574
17,920,32.0,-2,17,4.975710068902912,0.20588794148042172,40.522185920186836
18,920,32.0,-2,18,5.19394402963919,0.21498692799841349,39.613674594086675
19,920,32.0,-2,19,5.405473643571911,0.22378044942523256,38.74644724056708
20,920,32.0,-2,20,5.608591945640159,0.23228280082004643,37.91755665393383
21,920,32.0,-2,21,5.803362892239992,0.24050812413083755,37.12426739518382
22,920,32.0,-2,22,5.9912247342907365,0.24847019312083346,36.36405994205613
23,920,32.0,-2,23,6.171574695136783,0.2561822655557841,35.63462414252339
24,920,32.0,-2,24,6.347290830109213,0.2636569905942834,34.933846003311906
25,920,32.0,-2,25,6.516598359684258,0.27090635964776083,34.25979093522198
26,920,32.0,-2,26,6.68034744876504,0.2779416899267704,33.61068593649733
27,920,32.0,-2,27,6.837806711882445,0.2847736314042973,32.98490220850491
28,920,32.0,-2,28,6.990205522404654,0.29141218949161607,32.38093925881407
