,number of time parameters,dimension of unitary matrix,number of target parameters,gradient descent step,l1 distance traversed,l2 distance traversed,loss
0,102,32.0,-2,0,0.0,0.0,63.25509608775519
1,102,32.0,-2,1,0.3607852505582584,0.045572147725606284,61.22781082377302
2,102,32.0,-2,2,0.6969590030799654,0.08873043398550273,59.40317170389919
3,102,32.0,-2,3,1.0055538743590633,0.12873300606832705,57.795398981291235
4,102,32.0,-2,4,1.2897254751620135,0.16543085757893805,56.386335025165174
5,102,32.0,-2,5,1.5625648677917057,0.19888866715882808,55.16045373954432
6,102,32.0,-2,6,1.8174847314084333,0.2291739985961274,54.10815977426237
7,102,32.0,-2,7,2.050025472107462,0.25637764917356987,53.21509126751168
8,102,32.0,-2,8,2.257219671601891,0.2806946022963059,52.45796924453769
9,102,32.0,-2,9,2.442795867720861,0.3024374430833487,51.809214438764286
10,102,32.0,-2,10,2.6068488636079916,0.3219829524856869,51.24305131939492
11,102,32.0,-2,11,2.757580797927229,0.33970708760573537,50.73855022393323
12,102,32.0,-2,12,2.8944373855223127,0.35594374072834184,50.279792489642034
13,102,32.0,-2,13,3.0200707634605646,0.3709706263138877,49.85487005850182
14,102,32.0,-2,14,3.134534389444454,0.3850114555451934,49.454869831666315
15,102,32.0,-2,15,3.239109191351371,0.3982437757695473,49.07321275618922
16,102,32.0,-2,16,3.333663234904402,0.4108064900205877,48.70531852358097
17,102,32.0,-2,17,3.4232445009721415,0.42280500078196065,48.34845235203841
18,102,32.0,-2,18,3.510721522238228,0.43431417069699874,48.00160530432104
19,102,32.0,-2,19,3.590330489954329,0.4453803312829539,47.66528530372072
20,102,32.0,-2,20,3.6657233495799715,0.45602386589387134,47.341143844398786
21,102,32.0,-2,21,3.747813342566376,0.46624360965268274,47.03143812862375
22,102,32.0,-2,22,3.8266460191713083,0.4760235169435992,46.73841333103363
23,102,32.0,-2,23,3.9040563158468364,0.48534098812989196,46.46374586643957
24,102,32.0,-2,24,3.9765748903960243,0.49417537592441096,46.20818169095897
25,102,32.0,-2,25,4.043746240352345,0.5025149413423332,45.97143485040181
26,102,32.0,-2,26,4.103756806648869,0.5103610076882118,45.75232022950341
27,102,32.0,-2,27,4.161463634155301,0.517728972680243,45.54902960581601
28,102,32.0,-2,28,4.215615420116789,0.524646706673193,45.35944552742883
29,102,32.0,-2,29,4.268324744963096,0.5311513468165618,45.1814139534749
30,102,32.0,-2,30,4.315610062796586,0.5372855325581191,45.01293788188141
31,102,32.0,-2,31,4.358050519106186,0.5430938689057869,44.852288640422465
32,102,32.0,-2,32,4.39618970972371,0.5486200539832894,44.69805053956356
33,102,32.0,-2,33,4.4313448700595,0.553904810013998,44.54912001541915
34,102,32.0,-2,34,4.46893301103038,0.5589845682908267,44.40467787369374
35,102,32.0,-2,35,4.507272973384339,0.5638907729627883,44.26414793851899
36,102,32.0,-2,36,4.54645238368268,0.568649653626909,44.127150310632764
37,102,32.0,-2,37,4.586963115421178,0.5732823384873997,43.99345378828824
38,102,32.0,-2,38,4.629589449085101,0.5778052124760089,43.86292994054236
39,102,32.0,-2,39,4.677502070407379,0.5822304530544308,43.73551049013684
40,102,32.0,-2,40,4.7231504654100185,0.586566693722842,43.6111495873148
41,102,32.0,-2,41,4.766270863482736,0.5908197710629973,43.48979267258187
42,102,32.0,-2,42,4.8069697196926855,0.5949935094293286,43.371353621962676
43,102,32.0,-2,43,4.849061571948946,0.5990904927153891,43.25570146216065
44,102,32.0,-2,44,4.891844486090525,0.6031127704669212,43.14265713141802
45,102,32.0,-2,45,4.933381673925343,0.6070624492632717,43.03199969919264
46,102,32.0,-2,46,4.972753388163705,0.610942131155159,42.92348032872668
47,102,32.0,-2,47,5.012807156013103,0.6147551767912592,42.81684147631525
