,number of time parameters,dimension of unitary matrix,number of target parameters,gradient descent step,l1 distance traversed,l2 distance traversed,loss
0,1330,32.0,-2,0,0.0,0.0,66.43059285256489
1,1330,32.0,-2,1,0.3360089671033537,0.011617015261748359,64.6731485445651
2,1330,32.0,-2,2,0.6725837524982378,0.023267118765904867,62.90571226738967
3,1330,32.0,-2,3,1.0084498811065317,0.034914706768805474,61.13708528755912
4,1330,32.0,-2,4,1.3425932029363234,0.0465233352980107,59.3763547177268
5,1330,32.0,-2,5,1.6739798695882477,0.05805664280324313,57.63255150884805
6,1330,32.0,-2,6,2.0023993907937605,0.06947934675808956,55.914287951384324
7,1330,32.0,-2,7,2.32662396015701,0.0807582325404358,54.22941485065724
8,1330,32.0,-2,8,2.6457976205667504,0.09186304661475875,52.58473722773161
9,1330,32.0,-2,9,2.9588796486129496,0.10276721624478322,50.98581755913989
10,1330,32.0,-2,10,3.2656153880325007,0.11344834188517826,49.436880801129476
11,1330,32.0,-2,11,3.5661102555009636,0.12388843985935336,47.94081905713299
12,1330,32.0,-2,12,3.858554059572099,0.13407394408932435,46.499280672810215
13,1330,32.0,-2,13,4.142784583367782,0.1439955004342046,45.112820632325224
14,1330,32.0,-2,14,4.420088223186227,0.15364760244783335,43.781086564204706
15,1330,32.0,-2,15,4.690410158755748,0.16302812259062133,42.50301668355968
16,1330,32.0,-2,16,4.952241769520638,0.17213779030683105,41.27703102713177
17,1330,32.0,-2,17,5.2070138276932045,0.18097966061505177,40.101202766136964
18,1330,32.0,-2,18,5.453778761956509,0.1895586066800167,38.9734022172256
19,1330,32.0,-2,19,5.692862148796392,0.19788085933458013,37.89141076552588
20,1330,32.0,-2,20,5.9246674358619,0.20595360697789436,36.8530054421022
21,1330,32.0,-2,21,6.15044844788569,0.21378466136307342,35.85601731787616
22,1330,32.0,-2,22,6.370668317091854,0.22138218871512572,34.898367883944466
23,1330,32.0,-2,23,6.583918085199832,0.22875450143204176,33.978088501505155
24,1330,32.0,-2,24,6.789785811494897,0.2359099029741937,33.09332731671595
25,1330,32.0,-2,25,6.9908803285589,0.2428565773914177,32.242347825289386
26,1330,32.0,-2,26,7.186348404890458,0.24960251477385628,31.423522306673192
27,1330,32.0,-2,27,7.377240068181635,0.2561554645183049,30.635322596895804
28,1330,32.0,-2,28,7.562682827579364,0.2625229093671821,29.87630989099563
29,1330,32.0,-2,29,7.742671606191806,0.26871205442301227,29.14512463702887
30,1330,32.0,-2,30,7.9175051682483035,0.27472982658597817,28.44047717057046
31,1330,32.0,-2,31,8.087909814259017,0.28058288101414863,27.761139251084025
32,1330,32.0,-2,32,8.25289314087723,0.28627761204195273,27.105936761744346
33,1330,32.0,-2,33,8.41251226069356,0.29182016681136697,26.47374342584604
34,1330,32.0,-2,34,8.567458716225897,0.2972164602874122,25.863475555705996
35,1330,32.0,-2,35,8.717580988782476,0.3024721907209674,25.274087773597593
36,1330,32.0,-2,36,8.86264147834134,0.30759285481521953,24.704569601671018
37,1330,32.0,-2,37,9.003163182202858,0.31258376207655975,24.15394295029995
38,1330,32.0,-2,38,9.140254776178711,0.31745004788359144,23.621260339227213
39,1330,32.0,-2,39,9.273952701929622,0.32219668490426984,23.105603888719585
40,1330,32.0,-2,40,9.404277505466975,0.3268284926689124,22.60608491268033
41,1330,32.0,-2,41,9.531498263569782,0.3313501451179579,22.121844074695474
42,1330,32.0,-2,42,9.654658170372578,0.33576617609145215,21.652051984801744
43,1330,32.0,-2,43,9.774190341706491,0.34008098280317717,21.19591008635183
44,1330,32.0,-2,44,9.890240732167733,0.34429882742861784,20.752651811525936
45,1330,32.0,-2,45,10.003908869002768,0.34842383700623714,20.32154382873337
46,1330,32.0,-2,46,10.114195265555006,0.3524600019012532,19.901887326504877
47,1330,32.0,-2,47,10.222759379658537,0.3564111731133961,19.493019251996962
48,1330,32.0,-2,48,10.32854220100259,0.36028105872201205,19.09431345774007
