,number of time parameters,dimension of unitary matrix,number of target parameters,gradient descent step,l1 distance traversed,l2 distance traversed,loss
0,1126,32.0,-2,0,0.0,0.0,65.7448137087479
1,1126,32.0,-2,1,0.3392205136728662,0.012594680148188243,63.99735351610848
2,1126,32.0,-2,2,0.6795498983178502,0.02521840235690136,62.24108591762357
3,1126,32.0,-2,3,1.019668045487298,0.037830801380615314,60.48467877122888
4,1126,32.0,-2,4,1.3582386222347658,0.050388713969620996,58.737615651283605
5,1126,32.0,-2,5,1.6946423213228101,0.06284766242605905,57.0097429012361
6,1126,32.0,-2,6,2.0276143586451516,0.07516364232356429,55.31072439346278
7,1126,32.0,-2,7,2.3556650959679377,0.08729500086368688,53.64949174289754
8,1126,32.0,-2,8,2.677271784501838,0.0992041523205472,52.03378473994866
9,1126,32.0,-2,9,2.9911835071447586,0.11085889655720232,50.46985456148758
10,1126,32.0,-2,10,3.297690693993234,0.12223318710063294,48.96235775150691
11,1126,32.0,-2,11,3.5956648267682687,0.13330731277960106,47.51442032185798
12,1126,32.0,-2,12,3.8865279190358226,0.14406757230043124,46.12781702876785
13,1126,32.0,-2,13,4.169652300296659,0.1545055985129682,44.8032011694897
14,1126,32.0,-2,14,4.44370125611964,0.16461751241314332,43.54033195741681
15,1126,32.0,-2,15,4.708940712022487,0.1744030624876965,42.33826915714482
16,1126,32.0,-2,16,4.966021801856749,0.18386485354879556,41.19552627168327
17,1126,32.0,-2,17,5.214628102295018,0.1930077134471597,40.110187947254786
18,1126,32.0,-2,18,5.455551788321504,0.2018382018442673,39.08000279541138
19,1126,32.0,-2,19,5.688005252310336,0.21036423891280934,38.102461931209625
20,1126,32.0,-2,20,5.912481183783338,0.21859482207336575,37.17486984151036
21,1126,32.0,-2,21,6.12912368338295,0.2265398005273691,36.294410186207394
22,1126,32.0,-2,22,6.337306560686881,0.23420968476298698,35.45820639976771
23,1126,32.0,-2,23,6.536803265981261,0.2416154768330942,34.66337572644436
24,1126,32.0,-2,24,6.729317615876375,0.24876851456259721,33.90707523329243
25,1126,32.0,-2,25,6.9151022323932025,0.25568032779256655,33.186538997451166
26,1126,32.0,-2,26,7.094517006422901,0.26236250745138795,32.49910627145988
27,1126,32.0,-2,27,7.267387395430676,0.2688265891054939,31.842241445660797
28,1126,32.0,-2,28,7.434016819554207,0.2750839524262261,31.2135466858413
29,1126,32.0,-2,29,7.595114496244626,0.2811457372304134,30.61076867452556
30,1126,32.0,-2,30,7.751434306973416,0.28702277582631736,30.031800797773116
31,1126,32.0,-2,31,7.903989715711134,0.29272554060028266,29.474681955004236
32,1126,32.0,-2,32,8.05343259671826,0.298264105208644,28.937593123664897
33,1126,32.0,-2,33,8.198050980963464,0.30364811743088954,28.418852432195685
34,1126,32.0,-2,34,8.338917226793013,0.30888678156024624,27.916909516206097
35,1126,32.0,-2,35,8.475810071445192,0.31398884836844687,27.430339544112115
36,1126,32.0,-2,36,8.60783740871807,0.3189626108039076,26.957837264016447
37,1126,32.0,-2,37,8.735600498730042,0.3238159038504269,26.498211270426324
38,1126,32.0,-2,38,8.860325440023903,0.32855610726128387,26.050378598863567
39,1126,32.0,-2,39,8.982265499550998,0.333190150167595,25.613359688391654
40,1126,32.0,-2,40,9.10199054854987,0.3377245168288364,25.186273701863726
41,1126,32.0,-2,41,9.218446704844524,0.3421652530339652,24.768334160140213
42,1126,32.0,-2,42,9.332372606315449,0.3465179728755209,24.358844815066448
43,1126,32.0,-2,43,9.444364368157117,0.3507878657807803,23.957195679286315
44,1126,32.0,-2,44,9.555200796532972,0.3549797038461693,23.562859109120176
45,1126,32.0,-2,45,9.663605914668604,0.3590978496184293,23.175385837701825
46,1126,32.0,-2,46,9.770432324715832,0.36314626455674537,22.794400853644163
47,1126,32.0,-2,47,9.876608856184468,0.36712851846535427,22.41959902742329
48,1126,32.0,-2,48,9.981472379583334,0.3710478002152583,22.050740401542242
49,1126,32.0,-2,49,10.085050621445605,0.3749069300748122,21.68764508113697
50,1126,32.0,-2,50,10.186890062810015,0.3787083739398183,21.330187696945863
51,1126,32.0,-2,51,10.287965355766124,0.3824542597081154,20.978291429181965
52,1126,32.0,-2,52,10.387445635936613,0.3861463959345847,20.631921653093578
53,1126,32.0,-2,53,10.485573280181459,0.38978629283043686,20.29107927559386
54,1126,32.0,-2,54,10.58227380351438,0.39337518552003936,19.955793886464477
55,1126,32.0,-2,55,10.676757941347237,0.3969140593432544,19.62611690899528
56,1126,32.0,-2,56,10.770295659657107,0.40040367686686373,19.30211485185572
57,1126,32.0,-2,57,10.862733272897772,0.40384460612073925,18.983862947078627
58,1126,32.0,-2,58,10.953744106713964,0.4072372495113163,18.671439300532995
59,1126,32.0,-2,59,11.042641045501849,0.410581872779024,18.36491969328344
60,1126,32.0,-2,60,11.130318541465893,0.4138786333317698,18.064373225654784
61,1126,32.0,-2,61,11.217511166007716,0.4171276073268128,17.769858834561752
62,1126,32.0,-2,62,11.304629156557555,0.42032881490903523,17.481422738607137
63,1126,32.0,-2,63,11.390275441420282,0.42348224311427507,17.199096790791955
64,1126,32.0,-2,64,11.474039222180664,0.42658786606416715,16.922897673898206
65,1126,32.0,-2,65,11.556602692754078,0.42964566221445866,16.652826847364317
66,1126,32.0,-2,66,11.637929190090347,0.43265562856151873,16.388871085351077
67,1126,32.0,-2,67,11.717155062382332,0.4356177918466092,16.131003516333294
68,1126,32.0,-2,68,11.794789931053458,0.4385322168996535,15.879184934662113
69,1126,32.0,-2,69,11.871992379676193,0.44139901241315127,15.63336532055142
70,1126,32.0,-2,70,11.948306376632404,0.44421833443425296,15.393485382751152
71,1126,32.0,-2,71,12.02318275878538,0.4469903879582561,15.159478059563618
72,1126,32.0,-2,72,12.096224058990785,0.4497154270172691,14.931269841005019
73,1126,32.0,-2,73,12.168309892852928,0.4523937536035789,14.708781929921656
74,1126,32.0,-2,74,12.240012903753449,0.45502571580463225,14.491931159689216
75,1126,32.0,-2,75,12.309956761179428,0.45761170543239094,14.280630685197202
76,1126,32.0,-2,76,12.379065993924916,0.4601521553985112,14.07479045691975
77,1126,32.0,-2,77,12.446642270227388,0.4626475370274678,13.874317505653565
78,1126,32.0,-2,78,12.51283818503904,0.46509835744479827,13.679116074695294
79,1126,32.0,-2,79,12.577454303922089,0.46750515712707164,13.489087640806687
80,1126,32.0,-2,80,12.640725065738012,0.4698685076565364,13.304130865920413
81,1126,32.0,-2,81,12.702892663612428,0.47218900968816746,13.124141518725978
82,1126,32.0,-2,82,12.763669854962195,0.4744672911106301,12.949012392484896
83,1126,32.0,-2,83,12.82305398259401,0.4767040053629003,12.778633292198165
84,1126,32.0,-2,84,12.881366670865207,0.47889982987392515,12.61289099806664
85,1126,32.0,-2,85,12.939467764699655,0.4810554645511066,12.451669364655139
86,1126,32.0,-2,86,12.99660875962244,0.48317163030029464,12.29484945553844
87,1126,32.0,-2,87,13.05209870320303,0.4852490675255043,12.14230975107506
88,1126,32.0,-2,88,13.106516227762043,0.48728853458110694,11.99392641930838
89,1126,32.0,-2,89,13.159899610294032,0.4892908061583657,11.849573640128924
90,1126,32.0,-2,90,13.212070329667283,0.4912566715978308,11.709123971025463
91,1126,32.0,-2,91,13.263112351896968,0.4931869331286553,11.572448741466602
92,1126,32.0,-2,92,13.312713768642189,0.495082404044067,11.439418462724191
93,1126,32.0,-2,93,13.360954027454955,0.49694390682870243,11.30990324050346
94,1126,32.0,-2,94,13.408513322828039,0.49877227125814816,11.183773178896196
95,1126,32.0,-2,95,13.455454799171584,0.50056833249384,11.060898765760868
96,1126,32.0,-2,96,13.501131013664674,0.5023329291976203,10.941151231218406
97,1126,32.0,-2,97,13.546036680329276,0.5040669016912076,10.824402874553286
98,1126,32.0,-2,98,13.590718285423979,0.5057710901765434,10.710527351481147
99,1126,32.0,-2,99,13.634570942348567,0.5074463330505032,10.59939992438575
100,1126,32.0,-2,100,13.67770224910714,0.5090934653172555,10.490897670437953
101,1126,32.0,-2,101,13.719860933223632,0.5107133171200532,10.384899650457072
102,1126,32.0,-2,102,13.761547902597929,0.512306712393918,10.281287039942704
103,1126,32.0,-2,103,13.802261901050302,0.513874467665037,10.17994322061255
104,1126,32.0,-2,104,13.842066554650803,0.5154173909713623,10.080753844144525
105,1126,32.0,-2,105,13.880943513753524,0.5169362809280533,9.983606864439842
106,1126,32.0,-2,106,13.919222961703667,0.518431925923577,9.888392546032762
107,1126,32.0,-2,107,13.957086288555276,0.519905103442881,9.795003452547007
108,1126,32.0,-2,108,13.994255827611395,0.5213565795095654,9.703334417415732
109,1126,32.0,-2,109,14.030731251857926,0.5227871082325866,9.613282516182956
