steps,avg_loss,end loss,total steps,filename
0,4.041771149635315,4.041771149635315,0,C:/Users/yanzh/PycharmProjects/Unitary_decomposition/dqas/csv_files_for_matrix/dimension_qubit_3/new_operation_pool\epoch_loss_2024-02-28 18_47_03.csv
0,4.080324506759643,2.8284270763397217,9999,C:/Users/yanzh/PycharmProjects/Unitary_decomposition/dqas/csv_files_for_matrix/dimension_qubit_3/new_operation_pool\epoch_loss_2024-02-28 18_54_33.csv
0,3.854906953429591,2.8284270763397217,9999,C:/Users/yanzh/PycharmProjects/Unitary_decomposition/dqas/csv_files_for_matrix/dimension_qubit_3/new_operation_pool\epoch_loss_2024-02-28 19_01_45.csv
0,3.976791667938232,2.8284270763397217,9999,C:/Users/yanzh/PycharmProjects/Unitary_decomposition/dqas/csv_files_for_matrix/dimension_qubit_3/new_operation_pool\epoch_loss_2024-02-28 19_09_39.csv
0,3.9862380027771,2.828427791595459,9999,C:/Users/yanzh/PycharmProjects/Unitary_decomposition/dqas/csv_files_for_matrix/dimension_qubit_3/new_operation_pool\epoch_loss_2024-02-28 19_17_29.csv
0,3.930356992339503,2.828461170196533,9999,C:/Users/yanzh/PycharmProjects/Unitary_decomposition/dqas/csv_files_for_matrix/dimension_qubit_3/new_operation_pool\epoch_loss_2024-02-28 19_25_18.csv
0,4.054911136627197,2.8284270763397217,9999,C:/Users/yanzh/PycharmProjects/Unitary_decomposition/dqas/csv_files_for_matrix/dimension_qubit_3/new_operation_pool\epoch_loss_2024-02-28 19_33_07.csv
0,3.980588245173922,2.8284270763397217,9999,C:/Users/yanzh/PycharmProjects/Unitary_decomposition/dqas/csv_files_for_matrix/dimension_qubit_3/new_operation_pool\epoch_loss_2024-02-28 19_40_41.csv
0,3.960978824157208,2.8284270763397217,9999,C:/Users/yanzh/PycharmProjects/Unitary_decomposition/dqas/csv_files_for_matrix/dimension_qubit_3/new_operation_pool\epoch_loss_2024-02-28 19_48_07.csv
0,3.9262070655822754,2.8284270763397217,9999,C:/Users/yanzh/PycharmProjects/Unitary_decomposition/dqas/csv_files_for_matrix/dimension_qubit_3/new_operation_pool\epoch_loss_2024-02-28 19_55_53.csv
