steps,avg_loss,end loss,total steps,filename
0,4.0341940019464575,4.0341940019464575,0,C:/Users/yanzh/PycharmProjects/Unitary_decomposition/dqas/csv_files_for_matrix/dimension_qubit_3/new_operation_pool_16\epoch_loss_2024-03-06 19_36_33.csv
0,4.097420493254278,1.919101547670556,9999,C:/Users/yanzh/PycharmProjects/Unitary_decomposition/dqas/csv_files_for_matrix/dimension_qubit_3/new_operation_pool_16\epoch_loss_2024-03-06 20_00_25.csv
0,4.041774563785742,2.1707043999971103,9999,C:/Users/yanzh/PycharmProjects/Unitary_decomposition/dqas/csv_files_for_matrix/dimension_qubit_3/new_operation_pool_16\epoch_loss_2024-03-06 20_28_01.csv
0,3.99125978646424,2.1053826451413467,9999,C:/Users/yanzh/PycharmProjects/Unitary_decomposition/dqas/csv_files_for_matrix/dimension_qubit_3/new_operation_pool_16\epoch_loss_2024-03-06 20_52_51.csv
0,3.949373607545296,2.113710359140889,9999,C:/Users/yanzh/PycharmProjects/Unitary_decomposition/dqas/csv_files_for_matrix/dimension_qubit_3/new_operation_pool_16\epoch_loss_2024-03-06 21_17_48.csv
0,4.059076992415628,2.3675937398541858,9999,C:/Users/yanzh/PycharmProjects/Unitary_decomposition/dqas/csv_files_for_matrix/dimension_qubit_3/new_operation_pool_16\epoch_loss_2024-03-06 21_43_07.csv
0,4.090289631860236,2.060619513895756,9999,C:/Users/yanzh/PycharmProjects/Unitary_decomposition/dqas/csv_files_for_matrix/dimension_qubit_3/new_operation_pool_16\epoch_loss_2024-03-06 22_09_15.csv
0,4.0788203295188,2.452319139268009,9999,C:/Users/yanzh/PycharmProjects/Unitary_decomposition/dqas/csv_files_for_matrix/dimension_qubit_3/new_operation_pool_16\epoch_loss_2024-03-06 22_34_08.csv
0,4.0093776015530525,2.127029620358889,9999,C:/Users/yanzh/PycharmProjects/Unitary_decomposition/dqas/csv_files_for_matrix/dimension_qubit_3/new_operation_pool_16\epoch_loss_2024-03-06 23_00_21.csv
0,3.9254349744596815,1.4240963169570902,9999,C:/Users/yanzh/PycharmProjects/Unitary_decomposition/dqas/csv_files_for_matrix/dimension_qubit_3/new_operation_pool_16\epoch_loss_2024-03-06 23_27_35.csv
0,3.97296170901334,2.387439047450745,9999,C:/Users/yanzh/PycharmProjects/Unitary_decomposition/dqas/csv_files_for_matrix/dimension_qubit_3/new_operation_pool_16\epoch_loss_2024-03-06 23_56_55.csv
0,4.060871482626673,2.277771204903631,9999,C:/Users/yanzh/PycharmProjects/Unitary_decomposition/dqas/csv_files_for_matrix/dimension_qubit_3/new_operation_pool_16\epoch_loss_2024-03-07 00_21_44.csv
