steps,avg_loss
0,3.8910046058830767
1,3.9651502522105417
2,4.0538401070662955
3,4.143251848828477
4,4.047531910489679
5,3.923232937092321
6,3.9584570913512307
7,3.882039816707479
8,4.036025374616773
9,3.9145474016564896
10,4.071983420112632
11,4.037984262012346
12,4.013985929004106
13,3.9535186327427945
14,4.061767888627054
15,3.9795460372465614
16,3.9548498681929596
17,3.9706035985859707
18,3.9879069746492584
19,4.026901917050649
20,4.0367261756433575
21,4.044962404804165
22,4.002956229886145
23,3.8901958316485916
24,4.022056589757105
25,3.9150400931972413
26,4.005458720552499
27,3.970666588640065
28,4.048920747085778
29,3.958983207840201
30,4.097012454501882
31,4.000511573074265
32,4.110681603145869
33,3.9719097375401042
34,4.030108990352759
35,4.069077543451181
36,3.9964781707094814
37,4.0531720924772845
38,4.066508430680744
39,3.957519852344828
40,3.914901678651149
41,3.8496227539459795
42,4.098507097961134
43,4.035602386845436
44,3.9631819020391683
45,3.9606292306798623
46,3.9755988647033247
47,4.125445284174626
48,3.9913762378695465
49,4.023286975523893
50,3.9159680543639697
51,3.930043105561557
52,3.983515007348027
53,3.9213948313233105
54,4.074588446350511
55,3.986995480269228
56,4.002372555203846
57,4.041766605532305
58,4.06807517424747
59,3.919281935875886
60,4.118711484070333
61,3.9382740968344736
62,4.026934613403394
63,3.9129221897617583
64,3.9444150829044817
65,4.023995738926322
66,4.09490872871263
67,3.9291784494174875
68,4.000897839338997
69,4.104009866948216
70,3.9831894293592094
71,4.034766639543664
72,3.9496625191730415
73,3.944231587729047
74,3.987088073213397
75,3.932121419189508
76,4.003454830306197
77,3.97399839903436
78,4.052390560920408
79,4.038568023808256
80,4.011890074542568
81,3.979255203723831
82,4.046593699539633
83,4.049996549255196
84,4.038951954458248
85,3.9678544623169834
86,4.002994800962799
87,4.017752852417484
88,3.9671678117714935
89,4.129521783025278
90,4.006272325257119
91,4.032329416714894
92,3.9056932677398137
93,3.9699352885915773
94,4.073400227981065
95,4.011304604015955
96,3.844770473406212
97,4.05502653143455
98,4.016887810285283
99,4.008285854181427
100,4.096996831861363
101,4.011784002199453
102,4.03479572832603
103,3.972540982741278
104,3.985905140226565
105,4.050585270367941
106,4.059017995213848
107,4.001898413004386
108,3.968786750330929
109,3.9785147577403124
110,3.936071631483884
111,3.9528702670589504
112,3.9749465910932384
113,4.0530554283621525
114,4.061263869423658
115,4.13781464521429
116,4.008697456012523
117,4.048133689678545
118,3.939490487310022
119,3.9370493533377284
120,4.000850796289456
121,3.863141149247595
122,3.9989915190848606
123,3.984086549419046
124,4.021655979878986
125,3.9724421295709447
126,3.907931873608631
127,4.00415358951032
128,3.969632795024295
129,4.084521173724194
130,3.914637866309358
131,3.975374997243106
132,3.9772567285227263
133,3.9881752853855517
134,3.9778903966823846
135,4.053803409333932
136,4.013187334583101
137,3.922625991146128
138,3.9618833485124476
139,3.9611370435984
140,4.068296080932027
141,4.033631693683057
142,3.9818149735511086
143,4.036958044241228
144,3.9601518526836066
145,4.015832099109223
146,3.9936218514857678
147,4.036164828465749
148,4.015005680550527
149,4.089567588158767
150,3.96553313443583
151,3.9597598159905836
152,4.0129486054012045
153,4.033138682326721
154,4.06995149753053
155,4.004881796974444
156,4.065078857096609
157,3.962771974441373
158,3.9516315217409157
159,3.9575128262395003
160,4.036348601096928
161,4.02090503986444
162,3.982999706810851
163,4.047818774429452
164,4.001201089990988
165,4.000359191723179
166,3.902383753296516
167,3.973139844847909
168,3.9772282450584795
169,4.026218005120209
170,3.9871703691825813
171,4.041025102067642
172,3.9836982256956084
173,3.962411118567411
174,3.9411965091028462
175,3.9914629880766994
176,4.009561500726396
177,4.001285309242265
178,4.02567392365079
179,3.9863026992278554
180,3.9438460414893255
181,4.0239901304827645
182,3.9772765522911575
183,3.9485441957374157
184,3.9599547048041908
185,4.004236437240136
186,3.9996412352236193
187,4.116340912500195
188,3.980867280867882
189,3.941930131865334
190,3.9394474731143903
191,4.01915465261475
192,3.9407520747494047
193,4.029553643075969
194,4.0804352248309765
195,3.9142771863845582
196,4.036389294152093
197,4.017597073268283
198,4.097402171365563
199,3.9788170818485553
200,3.9054804007087633
201,4.015064536215592
202,4.009486322628876
203,3.950838565501517
204,3.8532399853215638
205,4.031131838228389
206,3.9690421107699856
207,4.042942202336202
208,3.97928646977392
209,3.951830777859533
210,4.078117858599633
211,4.180304066217859
212,3.9521087047416983
213,4.090596572620657
214,4.084652646153048
215,4.013431774190687
216,3.996733839066537
217,3.966734038777571
218,4.028257295620465
219,3.9870798629695416
220,3.9442994205079316
221,4.020285037620143
222,4.09851299080016
223,3.8851218632532865
224,4.016361983954482
225,4.081676147748834
226,4.002828784113758
227,3.944649188501309
228,4.14935746897846
229,4.1082657323501
230,4.022477068418814
231,4.005996773469297
232,4.0434390996094765
233,4.024216386582021
234,4.003051230538604
235,3.9673504268314033
236,3.970193680353966
